Sort_Row,MANUSCRIPT INFORAMTION,,,,,,DATA MODERATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLIMATE,,,,,,,,,,EXPERIMENTAL DESIGN,,,,,,SOIL INITIAL CONDITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANATMENT DETAILS,,,,,,,,,,,,,,AMENDMENT,,,,,,,,,,RESPONSE,,,,,,,,,,,,,NOTES, , , , ,CONTROL CONDITIONS (w/ fertilizer),,,,,,,
3,ACC,LeadAuthor,page,source,comments,mangement_notes,crop,crop_group,crop_system,culitivar_details,depth.start,depth.end,param_notes,param,param_group,C.method,method.notes,units,trt_name,amend,amend_group,amend_group_brd,amdend_detail,irrigated,irrigation_group,tillage_type,country,site_name,lat.long,lat_group,long.dec.degree,lat.dec.degree,MAP,MAT,temp.worldclim.C,precip.worldclim.mm,elevation,biom_name,biom_cat,MAP_av,MAP_min,MAP_max,MAP_yrs,MAT_av,MAT_min,MAT_max,landuse.history,exp_design,subplot_dim,year.zero,exp_duration_mos,duration_group,duration_even,soil.name,soil.class,soil.order,slope,soil.texture,sand,silt,clay,clay_group,pH,pH_group,pH.method,carbonates,CEC,BD,SOC_int_group,SOC_g.kg,SOC_int,SOC_int_unit,SOC_depth_cm,SOC_int_percent,calc_SOC_int_g.kg,N_int,N_unit,P_int,P_int_unit,K_int,K_int_units,tillage_details,tillage_depth,till_depth_group,NPK_rate,Nfert,Nfert_group,Nfert_rate,Pfert,Pfert_rate,Kfert,Kfert_rate,other_addition,other_addition_rate,fert_notes,reps,C.rate_group,C.rate_Mg.ha,weight.dry_group,weight.dry,N.amend_g.kg,C.N_rate,amend_N_kg.ha,amend_N_kg.ha_group,app.method,extraction_x-axis_value,X_cf,SE_cf,SD_cf,N_cf,X_a,SE_a,SD_a,N_a,X_cmin,SE_cmin,SD_cmin,N_cmin,conclusion,quality,exp_quality,report_qual,references,Cf_N,Cf_N_rate,Cf_P,Cf_P_rate,Cf_K,Cf_K_rate,Cf_other,Cf_rate_other
3991,1036,Datta,169,fig3,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,30,45,C_ox,C_ox,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,-5.98,10.65,0.36,na,3,13.54,0.44,na,3,9.6,0.34,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
3992,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,C_active,C_active,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,4.6,10.04,0.9,na,3,11.84,0.85,na,3,7.94,1,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
3993,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,15,30,C_active,C_active,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,4.6,5.6,0.9,na,3,5.5,na,na,3,4.75,1,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
3994,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,30,45,C_active,C_active,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,4.6,5.05,1.1,na,3,5.2,0.95,na,3,5.15,1,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
3995,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,C_labile_high,C_labile_high,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,all different,2.08,na,na,3,2.68,na,na,3,2.07,na,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
3996,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,15,30,C_labile_high,C_labile_high,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,all different,2.25,na,na,3,2.51,0.2,na,3,2.03,na,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
3997,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,30,45,C_labile_high,C_labile_high,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,all different,2.08,na,na,3,3.15,0.3,na,3,2.5,na,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
3998,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,C_labile_low,C_labile_low,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,all different,1.19,0.1,na,3,2.6,1,na,3,1.09,0.2,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
3999,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,15,30,C_labile_low,C_labile_low,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,all different,4.98,0.15,na,3,7.75,0.2,na,3,5.32,0.3,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4000,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,30,45,C_labile_low,C_labile_low,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,all different,5.61,0.35,na,3,8.22,0.15,na,3,4.52,0.1,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4001,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,C_labile_not,C_labile_not,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,all different,11.44,0.3,na,3,9.41,1.1,na,3,10.69,0.24,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4002,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,15,30,C_labile_not,C_labile_not,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,all different,11.4,0.3,na,3,7.36,0.3,na,3,11.49,0.3,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4003,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,30,45,C_labile_not,C_labile_not,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,all different,10.55,0.6,na,3,7.7,1,na,3,11.3,0.8,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4004,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,C_labile,C_ox,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,all different,8.17,0.2,na,3,9.07,1.1,na,3,5.98,na,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4005,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,15,30,C_labile,C_ox,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,all different,3.44,0.2,na,3,2.94,0.2,na,3,2.78,na,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4006,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,30,45,C_labile,C_ox,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,all different,3.1,0.5,na,3,2.05,0.3,na,3,2.73,0.3,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4007,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,C_passive,C_passive,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,8.49,12.37,0.7,na,3,12.05,0.7,na,3,11.69,0.7,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4008,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,15,30,C_passive,C_passive,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,8.49,16.11,0.1,na,3,15.32,0.2,na,3,16.8,0.5,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4009,1036,Datta,169,fig4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,30,45,C_passive,C_passive,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,8.49,15.77,0.6,na,3,16.04,0.6,na,3,15.83,0.6,na,3,"positive, increase SOC",2,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4010,1036,Datta,169,table3,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,SIC,IC,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,5.79,na,na,3,4.78,na,na,3,5.46,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4011,1036,Datta,169,table3,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,15,30,SIC,IC,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,6.03,na,na,3,5.08,na,na,3,6.05,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4012,1036,Datta,169,table3,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,30,45,SIC,IC,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,6.48,na,na,3,5.9,na,na,3,6.58,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
